31,Magic in the Market Holiday Kick-off,11/26/2011 00:00:00,11/26/2011 00:00:00,"Join us for our annual holiday kick-off, filled with an afternoon of festive music and a visit from Santa. Holiday lights adorning the Market's buildings and trees will be turned on at 5:00 p.m. Celebrate the start of the holiday season! <br /><br /><strong>Holiday Photos with Santa<br /></strong>Santa will appear under the Market clockÂ in front ofÂ the Market's vintage farmtruck. Take your own holiday photoÂ at this picturesque Seattle spot! 1:00 - 5:00 p.m.<br /><br /><strong>Gift Wrapping<br /></strong>Shop from local artists and craftspeople in the North Arcade--or from any of our hundreds of unique specialty shops, then have your gifts wrapped by the Market Foundation for a suggested $5 donation. They'll be located on Pike Place near the North Arcade entranceÂ underÂ a white tent from 1:00 - 5:00 p.m.<br /><br /><strong>Festive Music<br /></strong>Along with the sounds ofÂ ourÂ own Market buskers, enjoy the Dickens CarollersÂ as they stroll the Market in their Victorian attireÂ in the mid-afternoon. Starting at 4:30, they'll appear under the Market clock.<br /><br /><strong>Holiday Lights<br /></strong>Join us under the clock at 5:00 p.m. for our annualÂ holiday lighting.Â Lights along our buildings and on our large tree will be turned on for the season. It's the most beautiful time of the year in the Market!<br /><br /><br />",0
11,Spaces for Urban Living: Downtown Home Tour,06/27/2010 13:00:00,06/27/2010 17:00:00,"Experience what life would be like to live downtown at the Market Foundation's <strong>Spaces for Urban Living: Downtown Home Tour</strong>.<br /> <br />Homes in the self-guided walking tour are selected because of interest in the building's or particular unit's architecture or interior design, art, use of space and the ways the home reflect the personalities of the residents. From funky to chic, all the homes are distinctive. <br /> <br />The 2010 tour features homes in buildings located within walking distance of the Pike Place Market, including Fifteen Twenty-One Second Avenue, The Watermark, The Grand Pacific and the Market's Livingston Baker Building. <br /><br /><a href=""http://www.brownpapertickets.com/event/113781"" title=""purchase tickets onlnie"" target=""_blank"">Purchase tickets online</a> by Friday, June 25th (by 1pm) to receive the <strong>Early Bird discount</strong>. Cost of advance tickets: $25.<br /> <br />You can also register the day of the tour beginning at noon at the Home Tour registration tent near Rachel the Pig at the main Market entrance on Pike Street or at BoConcept, located at 901 Western Ave. Day of event ticket cost: $30.<br /> <br />During the Tour, stop by <a href=""http://www.boconcept.us/Default.aspx?ID=82816"" title=""BoConcept"" target=""_blank"">BoConcept</a> (901 Western Ave.) for refreshments and to meet their skilled design consultants who will introduce you to the latest in affordable luxury design and help you decorate the home of your dreams! <br /> <br />The 2010 Spaces for Urban Living: Downtown Home Tour is sponsored by <a href=""http://www.boconcept.us/Default.aspx?ID=82816"" title=""BoConcept"" target=""_blank"">BoConcept</a>.<br /> <br />Event proceeds benefit the Market's human service agencies: <a href=""http://www.pikeplacemarketfoundation.org/aboutus/medicalclinic.shtml"" title=""Pike Market Medical Clinic"" target=""_blank"">Pike Market Medical Clinic</a>, <a href=""http://www.pikeplacemarketfoundation.org/aboutus/childcare.shtml"" title=""Child Care &amp; Preschool"" target=""_blank"">Child Care &amp; Preschool</a>, <a href=""http://www.pikeplacemarketfoundation.org/aboutus/seniorcenter.shtml"" title=""Senior Center"" target=""_blank"">Senior Center</a> and the <a href=""http://www.pikeplacemarketfoundation.org/aboutus/foodbank.shtml"" title=""Downtown Food Bank"" target=""_blank"">Downtown Food Bank</a>.<br />",0
33,Holiday Giving Tree,11/26/2010 00:00:00,12/21/2010 00:00:00,"<p>Beginning November 26th, the annual Market Foundation Giving Tree will be decorated with holiday wishes from low-income members of the Market community. The Giving Tree benefits low-income Market residents and members, clients and students of the Pike Market Senior Center, Medical Clinic, Food Bank, Childcare and Preschool and Heritage House at the Market. The tree will be located in the DownUnderbetween Hands of the World and The Magic Shop.Â Stop by and share the spirit of the holiday season by selecting a wish or two.<br /><br /><a href=""http://www.pikeplacemarketfoundation.org"" title=""Market Foundation"" target=""_blank"">LearnÂ about the Market Foundation</a></p>",0
51,Celebrate Your Valentines at Pike Place Market,02/12/2011 00:00:00,02/14/2011 00:00:00,"<p>Shop from Market farmers and craftspeople for flowers and unique gifts, plus make valentines at the crafts tent.Â Â <br />Â Â  <br />Itâ€™s the season of love, and what better place to celebrate than the place everyone loves, Seattleâ€™s iconic Pike Place Market. There are hundreds of gift ideas for those you love. Local farmers offer fresh, greenhouse-grown tulips.Â Pick up colorful bouquets from Alm Hill Gardens and Jonkheer Greenhouses. Marshland Orchards has plants for those with a green-thumb.<br /><br />Plus, find handmade, unique crafts from over 200 craftspeople. From fine paintings, jewelry and sculpture,Â  to glass art, fabric arts, photography, pottery, bath and body products,Â and much more. <br /><br />Bring the family to the Market February 12 through 14 and create your own handmade valentines to give away. Look for the Cupid Tent set up on the Pike Place cobblestones from 10 a.m. to 3 p.m.</p>",0
50,Seattle Cheese Festival,05/14/2011 00:00:00,05/15/2011 00:00:00,"Taste, celebrate, and learn about artisanal cheese as the Pike Place Market will once again host the Seattle Cheese Festival. Look for more than 250 cheeses from local and international producers. Enjoy samples and cooking demonstrations and relax in the wine garden. More <a href=""http://www.seattlecheesefestival.com/"" title=""Seattle Cheese Festival"" target=""_blank"">information</a> on their website.",0
20,Sunset Supper at the Market,08/17/2012 00:00:00,08/17/2012 00:00:00,"A benefit for the Pike Place Market Foundation<br />August 17th, 2012, 7:30pm - 11:00pm<br />Â <br />Join us for the 17th annual Sunset Supper at the Market. For one evening, Pike Place Market will be transformed into a delightful party venue, where you will sample and sip your way through the booths of fine restaurants, wineries, breweries, and spirits purveyors. Chat with chefs, mingle with your friends, and dance under the stars to live music. <a href=""http://www.pikeplacemarketfoundation.org/sunset-supper/"" title=""Sunset Supper"" target=""_blank"">More info</a>Â <br />",0
54,"Celebrate the Market's 105th Birthday",08/17/2012 00:00:00,08/17/2012 00:00:00,"It's the Market's 105th birthday! Join us on this special day to enjoy your Market favorites--whether it's coffee and pastry, shopping the craftsline, filling up on farm fresh produce, or enjoying a great lunch or dinner. Please check back for other birthday festivities.<br />",0
26,American Craft Week Celebration,10/01/2010 00:00:00,10/10/2010 00:00:00,"<p>Discover unique crafts from more than 200 local artists and ""Meet the Producer."" Join the Daystall Artists of Pike Place Market as they celebrate American Craft Week, October 1-10.Â Artists selling their unique locally made handicrafts and artwork: a tradition at the Market since the mid-1900â€™s.Â Shop early for the holidays!</p>
<p>Â </p>",0
57,The Pink Door December Entertainment,12/03/2012 00:00:00,12/31/2012 00:00:00,"<p>Special Lunch Time Performances<br />Featuring Aerialist Bridget Gunning<br /> Monday-Friday, Dec. 17-21<br /> 12:30-2:30 p.m.</p>
<p><span style=""font-weight: bold; text-decoration: underline;"">Monday</span></p>
<p>Katie Kat Kirkland<br />Make reservations to see the Pink Door's trapeze artist in the dining room!<br />6:30 p.m. â€“Â  9:00 p.m.</p>
<p><strong><span style=""text-decoration: underline;"">Tuesday</span></strong></p>
<p>December 4th<br />Jonathan Rooke<br />8:00 p.m. â€“Â  11:00 p.m.</p>
<p>December 11th<br />Glimmer<br />8:00 p.m. â€“Â  11:00 p.m.</p>
<p>December 18th<br />Glimmer<br />8:00 p.m. â€“Â  11:00 p.m.</p>
<p>December 25th<br />CLOSED</p>
<p><strong><span style=""text-decoration: underline;"">Wednesday<br /></span></strong><br />Casey MacGill's Blue 4 Trio<br />The golden era of speak easy nightclubs w/ harmonizing vocals<br />8:00 p.m. â€“Â  11:00 p.m.</p>
<p><strong><span style=""text-decoration: underline;"">Thursday</span></strong></p>
<p>Bric-a-Brac<br />Eastern European Jazz<br />8:00 p.m. â€“Â  11:00 p.m.</p>
<p><strong><span style=""text-decoration: underline;"">Friday</span></strong></p>
<p><strong><span style=""text-decoration: underline;""> </span></strong></p>
<p>December 7th<br />Michel Navedo<br />9:00 p.m. â€“ 12:00 a.m</p>
<p>December 14th<br />Modern Dance Behind The Pink Door</p>
<p>December 21<br />Miles &amp; Karina<br />9:00 p.m. â€“ 12:00 a.m.</p>
<p>December 28th<br />Michel Navedo<br />9:00 p.m. â€“ 12:00 a.m.</p>
<p><strong><span style=""text-decoration: underline;"">Saturday</span></strong></p>
<p>Burlesque &amp; Cabaret Behind The Pink Door<br />11:00 p.m. till the Wee Hours<br />No Reservations / $15 Cover / Waiting list starts at 9:00 / Doors open at 8:30</p>
<p><strong><span style=""text-decoration: underline;"">Sunday</span></strong></p>
<p>Bridget Gunning &amp; Special Guests on Trapeze<br />Make reservations to see our trapeze artist in the dining room!!!<br />6:30 p.m. â€“Â  9:00 p.m.</p>
<p><strong>1919 Post Alley<br /> Seattle, WA 98101<br /> (206) 443-3241</strong></p>
<p><strong><a href=""http://www.thepinkdoor.net"">www.thepinkdoor.net</a></strong></p>
<p><strong><em>Twitter: </em></strong><em><a href=""https://twitter.com/pinkdoorseattle"">@PinkDoorSeattle</a></em></p>
<p><strong><em>Faceboo</em></strong><em>k: <a href=""https://www.facebook.com/PinkDoorSeattle"">https://www.facebook.com/PinkDoorSeattle</a></em></p>",1
88,,00/00/0000 00:00:00,00/00/0000 00:00:00,,0
89,"Magic in the Market ",11/24/2012 00:00:00,11/24/2012 00:00:00,"<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">Pike Place Market is a unique destination for the holidays. Shoppers will find a diverse array of one-of-a-kind gifts and crafts, specialty food items for the table and eclectic dining at Market restaurants, cafes and bars.</div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;""></div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">Magic in the Market on November 24</div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;""></div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">Meet Santa under the Marketâ€™s iconic clock and Public Market sign and sing along with the award-winning Dickenson Carolers. Great Figgy Pudding Street Corner Caroling Competition teams will entertain the crowd with comic and singular renditions of holiday carols. Expect the unexpected!</div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;""></div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">At 5 pm, Santa leads a countdown to the lighting of the Marketâ€™s 20-foot Holiday Tree, strawberry and carrot. The Dickenson Carolers will lead the crowd in carols as the dusk deepens. Stay warm with hot cider and enjoy the holiday cheer at the Market!</div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;""></div>
Pike Place Market is a unique destination for the holidays. Shoppers will find a diverse array of one-of-a-kind gifts and crafts, specialty food items for the table and eclectic dining at Market restaurants, cafes and bars.Â <br /><br /><a href=""http://www.pikeplacemarket.org/news_events/new_page"" target=""_blank""><strong>Magic in the Market on November 24, 1 - 8 pm</strong><br /></a><br />Meet Santa under the Marketâ€™s iconic clock and Public Market sign and sing along with the award-winning Dickens Carolers. Great Figgy Pudding Street Corner Caroling Competition teams will entertain the crowd with comic and singular renditions of holiday carols. Expect the unexpected!<br /><br />At 5 pm, Santa leads a countdown to the lighting of the Marketâ€™s 20-foot Holiday Tree, strawberry and carrot. The Dickens Carolers will lead the crowd in carols as the dusk deepens. Stay warm with hot cider and enjoy the holiday cheer at the Market!<br /><br /><br /><br /><br /><br />",0
34,24th Annual Great Figgy Pudding Street Corner Caroling Competition,12/03/2010 17:30:00,12/03/2010 20:30:00,"It's Seattle's most heart-warming holiday tradition, attracting nearly 10,000 people every year. Immerse yourself in the holiday spirit as 40-plus caroling teams sing their hearts out on downtown Seattle street corners in and around Westlake Center. The top teams then compete in a sing-off on the Figgy Main Stage. <a href=""http://pikemarketseniorcenter.giving.officelive.com/FiggyScheduleofEvents.aspx"" title=""Figgy details"" target=""_blank"">More details about the event.<br /></a><br /><a href=""http://pikemarketseniorcenter.giving.officelive.com/figgypudding.aspx"" title=""Figgy Pudding"" target=""_blank"">Register your Figgy Caroling Team today!</a> Teams can sign up through Monday, November 30. <br /><br />All donations benefit the Pike Market Senior Center and Downtown Food Bank, providing year-round emergency food, employment, social services, and compassionate care to low-income adn homeless seniors and individuals in downtown Seattle.",0
35,Holiday Tree Arrival,11/22/2010 12:00:00,00/00/0000 00:00:00,"It's beginning to look a lot like the holidays at the Pike Place Market, with Santa's helpers busy decking the halls with lights and greenery to adorn Market buildings.<br /><br />The grand centerpiece of the Market's holiday decorations isÂ a 20-foot tall Noble Fir treeÂ from Poulsbo. It arrives in the Market via our renovated 1936 vintage farmtruck. It will be placed in proper position, just waiting for the Market's tree lighting ceremony on Saturday, November 27 at 5:00 p.m.",0
48,Daffodil Day,03/20/2013 00:00:00,03/20/2013 00:00:00,"An Annual Springtime Tradition<br /><br />For the 16th year, Pike Place Market sponsors Daffodil Day, an annual event celebrating spring's arrival. On March 20, Pike Place Market community members, including students from the Pike Market ChildCare and Preschool, will hand out 10,000 locally grown daffodils to downtown shoppers, workers and residents.Â <br /><br />Date: March 20<br /><br />Time: 11:30 am - 1:30 pmÂ <br /><br />Locations:<br /><br />
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;""><br />4th Ave &amp; Pine St.â€“ near Starbucks and Westlake Park</div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">6th Ave &amp; Pine St.â€“ Pacific Place</div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">3rd Ave &amp; Union â€“ Post Office/Benaroya Hall</div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">4th Ave &amp; Cherry St. â€“ City Hall</div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">4th Ave &amp; Madison St. â€“ downtown library</div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">5th Ave &amp; Olive â€“ Westlake Tower/Medical Dental Building</div>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">5th Ave &amp; Pike St. â€“ City Centre</div>
<div></div>
4th Ave &amp; Pine St.â€“ near Starbucks and Westlake Park<br />6th Ave &amp; Pine St.â€“ Pacific Place<br />3rd Ave &amp; Union â€“ Post Office/Benaroya Hall<br />4th Ave &amp; Cherry St. â€“ City Hall<br />4th Ave &amp; Madison St. â€“ downtown library<br />5th Ave &amp; Olive â€“ Westlake Tower/Medical Dental Building<br />5th Ave &amp; Pike St. â€“ City Centre<br /><br /><br />
<p>Â </p>",1
49,Shop for bouquets at the 4th annual Pike Place Market Flower Fest,05/12/2012 00:00:00,05/13/2012 00:00:00,"Celebrate Mother's Day Weekend with a trip to the Market to buy flowers for your favorite moms. Farmers inside the Arcade and under about 40 tents on the streets will create andÂ offer beautiful bouquets perfect to brighten any mom's weekend.Â On the craftstables,Â lookÂ for many floral-themed handcrafted gifts--from glass art to yard art--made by Market craftspeople. You can also create your own card for mom atÂ a free card making tent on the street. <br /><br />Look for tents on the cobblestones of Pike Place from Pine Street to Virginia, from 10:00 a.m. - 6:00 p.m.<br />",0
